,match,time,slot,text,target
10011,4070,-20.3617,0,and this spectre predict,0
5,6,241.4411,1,fucking reported axe,2
6,6,241.4411,9,why axe is raping me top ,2
23,9,1926.23912,3,U useless anyways,2
37,21,1769.42406,9,WELL PLAYED SHIT CUNTS,2
46,25,137.833,1,CAUSE FO FUCKING HG,2
48,26,3727.98613,5,u wouldhave hit the throne u jebaited 2k,2
51,30,-19.06202,1,fuck off lol,2
57,31,3737.29116,9,FCK U,2
74,40,-303.701603,9,fuckign ancients,2
79,40,3454.32583,0,fking clock,2
99,45,803.70377,8,retard take lycan for hard ,2
100,45,818.30017,8,second rtard lose lane with help,2
123,56,140.06578,6,WHAT THE ACTUAL FUCK,1
145,71,2065.9862,7,FUCK THIS PANGO,2
150,75,1463.50932,3,NOOB team,2
159,76,2839.95183,7,fucking axe retard cunt,2
161,79,1855.4047,7,lag the fuck up,2
168,82,1714.31836,5,Support my ass senpai,2
169,82,1718.33206,5,Ima out to fuck,2
170,82,1798.60556,5,2 carries to take down a fukkin support,2
171,82,1828.84176,5,who u tellin to chill nibba,2
172,82,1834.46096,5,miss me with that gay shit,2
175,82,2112.84256,4,ur a fucking cunt,2
180,83,-56.28626,7,little fairplay rusians shit,2
182,83,-23.89418,8,fuck mothers,2
184,83,139.23266,6,this trash russian,2
186,83,141.16552,6,Worst country of the world,2
187,83,141.16552,6,hey dog russians,2
193,83,254.40457,6,trash russian,2
196,83,297.92727,6,is that dog knows only barking ?,2
198,83,306.92508,6,Did you mother fuck a dog to born you,2
200,83,317.25589,6,fuck dog to born ?,2
202,83,342.18312,6,your country shame on you,2
203,83,404.83452,6,that Russian dog,2
204,83,434.36062,6,sad this dog ,2
205,83,480.01612,6,a dog cant bark and no brain,2
206,83,650.54116,6,Hey BARKKKKKKK,2
207,83,915.74312,6,Dont kill the dog,2
208,83,924.87412,6,go fuck yourself xD bye bye dog,2
210,87,615.6164,5,fuck the game,2
211,87,697.7963,6,fuck this shit nap team,2
221,99,1265.13583,6,iyot is real,2
230,102,1075.97063,7,fuck this game,2
235,102,2650.94093,8,"DOTA where everyone is a cunt, regtardless of team",2
251,109,3214.71678,7,He's autistic,2
263,113,2273.05035,9,cry bitch,2
268,115,605.7854,5,holy shit,2
284,121,-49.52125,7,let the faggot be happy with his imba hero counter,2
285,121,-49.18799,4,what the fuck,1
287,121,319.78861,7,u actually that fucking bad ursa?,1
292,121,672.76905,4,what the fuck,1
300,121,1154.65145,7,hows your mom ursa?,2
304,121,1173.18025,7,she just told me about your baby sized dick,2
316,121,2352.33975,9,you are shit,2
327,121,2415.22065,9,you fucking nerd,2
335,124,-73.04883,1,"any suggest, best porn site?",2
336,124,-60.052,2,child porn or what ?,2
337,124,-27.32666,7,or do you want gay porn,2
363,145,1781.13503,5,fuck this team,2
367,146,2200.31714,8,you fookin clown magnus,2
368,147,228.61086,9,YOU SUCK ME COCKY,2
369,147,456.5219,0,dickhead,2
392,153,323.82093,0,where the fuck is snow,1
409,160,1609.17374,8,playing with noob,2
417,163,-56.15296,2,i will burn you alive,2
418,163,-49.15468,4,finger you to death,2
419,163,-43.28943,2,yes with my ultimate fingering skill,2
421,163,2054.57082,2,"sorry, was fingering your mum",2
430,165,603.59378,7,FUCK UR REFRACT LOL,1
450,169,828.6643,0,suck my dick idito,2
462,174,1651.80314,7,"well, were we able to do shit?",1
478,181,1983.58366,3,raport this shit OMNI,2
490,183,552.83168,2,you dumb and blind?,1
493,183,595.62124,2,"its pretty dumb you're complaining, you're literally doing the worst on your team and holding them back LC",1
497,183,903.04618,2,LOL 0 SUNSTRIKES SHIT INVO,2
512,183,1439.91508,0,but fuck LC,2
514,183,1538.15778,5,gg this shit ,2
517,185,-2.16614,0,w8 2 more sex,1
524,188,1594.87722,5,ez game tryhard fucker nice viper no skill hero pick,2
532,192,2030.76665,5,spe is so fucking over farmed,1
538,199,950.93445,0,Sex,1
546,207,1929.33836,4,pls report sd. he is a russian scim,2
556,215,714.82546,4,fucking account buyer omni,2
566,215,1768.07116,4,gg this omni watches too much fucking slacks,2
581,226,838.22864,6,2 piece of shit,2
592,227,1577.0483,6,just wait bitch,2
601,227,1949.6914,0,come suck my dick,2
606,227,2089.0996,0,thanks poor fagot,2
608,229,928.40663,9,get off my dick pudge,2
610,229,954.80023,9,morons,2
621,235,1619.08166,5,buy retard items  i cant blieve,2
623,235,1636.61076,5,"Enjoy ur loss u fuc,kijng garbage piece of shit",2
629,235,1664.53726,5,GET CANCERS ALL,2
634,235,1708.19326,5,RETARD IM LEGEND 5 IDIOT BASTARD NOOB,2
635,235,1710.65926,5,SHUT THE FUCK UP,2
636,235,1722.25646,6,sucker,2
637,235,1730.65436,5,AND BE USELESS,2
641,235,1824.60146,5,Team can feed every noob,2
645,235,1869.75526,5,fucking trash of humanity,2
650,235,1974.51206,5,Not fucking one,1
652,235,1993.94496,5,i cant believe how lowskill and stupid people can be,2
666,254,3126.74408,9,fuck this team,2
667,254,3128.21578,8,report noob team,2
678,262,1730.2662,3,fucking pieces of trash,2
682,264,1462.57623,3,Wtf are you doing,1
687,267,1832.6048,6,u had so much luck. 100% chance for that fucking skill,1
690,269,1155.28456,7,twice i get this shitty brood as  a core.,2
706,277,557.96965,1,what sound do you think i make when i eat cum,2
720,286,2699.37123,2,F CK THIS,2
721,290,1075.7707,8,this lineup is fucking stupid,2
743,290,1331.2416,6,this fucking ursa try hard,2
754,294,2024.43933,6,np our SF is totaly autistic,2
755,294,2120.49993,6,sf is brainlet,2
756,294,2201.37533,6,pathetic AM pick in unranked,2
763,296,2625.35414,0,noobs always goes core,2
770,297,1087.90106,8,pa realy shit,2
771,297,1209.87126,8,look the shit pa,2
772,297,1368.16596,8,ez go fuck ur mather pla,2
773,297,1422.41936,0,let them def wtf,1
776,300,893.8818,2,5 asshole move together,2
777,300,1082.6023,2,ASshole,2
779,300,1761.5699,2,Fuc k you asshole,2
785,303,2487.21862,3,stfu techies player,2
795,309,1194.64162,8,peace of shits,2
821,318,2207.5971,6,cum back??,1
832,328,198.28492,8,asshole ,2
847,332,1349.20386,6,there is a tip for noob player like am,2
848,332,1356.33546,6,if u are some kind of retard,2
871,338,2495.1645,1,cannot even fucking finish a game already won,1
876,339,1254.22708,4,Cant believe a retard wanbts to kill instead of ending the game,2
877,339,1406.38998,1,retard my fucking team ,2
916,368,13.79664,2,It fucked me more than you.,1
921,368,762.1139,1,WHAT A JOE,2
922,368,790.8403,0,dude the other team doesnt wanna hear you be a little bitch either,2
928,368,825.4318,1,what a joke,2
929,368,2126.9747,3,how the fuck did we win that ,2
941,369,1503.44637,5,oracle win this shit solo,2
952,376,13.13013,7,never pick my rune again bitch!,2
955,376,929.87298,7,for that shit i will make you bleed riki,2
956,376,1375.66408,7,Void Ulti and run like a bitch? :-D,2
957,376,1789.61548,0,Fuk this game,2
959,376,2052.27698,7,WTF was that :-D,1
962,377,2942.55487,4,holy shit,1
966,378,1809.57036,8,cant fuck with oracle!,2
972,383,409.23343,2,fuck off,1
975,383,1477.13928,3,suck my cock,2
984,384,3826.67134,3,I commend your fucking rat,1
995,389,1413.28822,9,useless lc and dark,2
997,389,2843.49602,2,i have now SB im not idiot anymore,1
999,389,3502.84202,9,lc and moph useless,2
1001,389,3566.05732,9,the must noob lc ever,2
1003,389,4056.86732,9,pls report my team ,2
1032,411,372.80897,6,pudge lock and this warm shit,2
1033,411,373.04227,5,we w8ed your fucking weaver,2
1041,414,-306.362725,0,roberd the penix,1
1058,424,465.88624,0,ur puck braindead,2
1060,424,465.88624,8,holy wshit,1
1062,424,481.71574,7,jebaited.com ,2
1071,426,873.91996,6,fucking hell,1
1076,426,1010.48656,4,tjhis shitty hero,2
1082,430,1108.39603,6,he free fucking hit,1
1083,430,1566.88403,6,i want report this shit,2
1088,433,723.09012,4,by selling ur mom's anus?,2
1092,434,465.25309,9,fucktard russian,2
1094,434,708.92693,9,is most retarded,2
1096,434,718.39123,5,"ca,n't you fucking wait ?",2
1119,444,1917.14433,8,btw dont report my steam acc for containing nigger in it,1
1120,444,1922.39553,9,tell pduge to go fuck his mamka,2
1128,444,2263.92553,9,fuck it,1
1142,450,1363.04529,1,report all team ty,2
1151,452,835.2294,2,holly swhit,1
1158,456,270.00075,5,wanna feel the real fuck?,1
1163,459,3173.33144,9,my team sucks..,2
1173,461,808.06934,5,REPORT THIS MOTHER FUCKER,2
1176,461,1275.98844,5,FUCK THIS,2
1193,469,-21.5614,8,who got that shit,1
1200,471,72.44898,0,ty fro free xp noobs,2
1204,473,1732.07987,2,fucking noob team,2
1205,473,1739.30437,2,they no skill fear the fuck,2
1215,477,1380.52956,1,gl with your next shitty game,2
1224,480,663.7571,1,carry total shit,2
1227,480,1048.7297,7,atleast I dont suck dick,1
1231,480,1323.0627,4,fuck this,1
1245,485,1406.35658,1,every game you have to get 2 cores that are absolute cunts,2
1247,489,2730.60712,1,low skill inv and usless lion,2
1264,491,2048.05105,3,i think that pinoy player so fuck,2
1269,493,2563.32924,6,why all go for me noobs,2
1278,505,2482.22288,0,iz my team all noobs,2
1279,506,1617.27176,3,fuck pit,1
1296,516,1913.25665,7,ofc ur fking duel,1
1303,517,1282.12028,4,blame my noob teammates,1
1319,522,2838.39495,5,mos useles brood in the universe,2
1321,523,2008.7456,1,when you got noob carry :D ,2
1325,526,1715.3366,1,nachooks tite mo gago,2
1326,526,2387.5933,4,HOY IPIS,2
1334,536,853.8915,9,u deserve to win with that tryhard lul,2
1336,536,871.7538,9,ure noob we re not just serious,2
1338,537,2250.77496,7,that was dumb,1
1344,539,1063.07374,6,real tired of ur dumb ass,2
1345,539,2117.74144,5,doom pro (yet he still sucking),2
1350,544,1416.50291,1,suck it,2
1352,544,1820.67081,5,report pls my teams,2
1356,551,908.2449,9,lich if i were you id quit shit talking,2
1358,551,979.4275,3,tehy are all top meanwhile tb is farming wtf jugg u r losing,1
1374,554,-223.66253,4,im really so fck up,1
1375,554,-214.86065,4,all of my game is so fck up cuz this cancers,2
1380,554,-14.76307,4,STARTER PACK OF INJOKER,2
1381,554,916.30963,6,dont gv up this world got thousand noob,1
1383,554,951.70093,1,fail dog with so much supp,2
1384,554,953.83373,1,brainless cunt,2
1385,554,959.63233,1,so fucking useless,2
1387,554,1144.72053,1,a team of useless dogs,2
1388,554,1678.39013,1,useless carry,2
1389,554,1813.98463,1,totally useless,2
1390,554,1857.90093,4,IM SO STRESS WITH THIS CANCERS,2
1392,554,2121.19783,1,fucking idiot offlaner,2
1394,554,2136.71733,5,STFU YOU ARE FUCING CUNT,2
1395,554,2174.64663,4,EVERY GAME I HAVE CANCER TEAMMATES,2
1396,555,-48.22157,0,fuck its my first time seeing that,1
1397,555,1905.90693,1,FK U,2
1405,555,2262.18713,2,thrash ES,2
1418,558,2561.21743,3,off noob,2
1421,563,1383.06232,4,wtf puck,1
1427,565,1896.9772,7,ez troll whorelord,2
1430,570,964.33117,1,CYKA,2
1431,571,-127.71869,1,puck is lc last game and this melody and fckingpassive player ,2
1437,576,-78.78076,2,what an ugly set pudge,2
1439,576,-31.19238,8,not as bad as what your mum said when you were born,2
1442,576,2553.86972,9,ugly pudge,2
1455,583,1296.08357,4,this games a fuckign joek,2
1461,583,2065.85467,0,"meh, free lanes for middle and top = basura",2
1462,583,2110.27257,2,shameful display,2
1467,589,2340.47308,6,tard team,2
1480,594,2125.0726,6,you got shit on kid,1
1483,594,2130.8255,6,you're literally useless,2
1500,598,2010.0566,6,shitting whole game on team,2
1504,598,3298.9134,5,report necro and fucking riki,2
1505,598,3305.5361,7,dumb as shit,2
1514,608,1926.2711,5,report my team plz(,2
1520,612,1916.5357,7,get the fuck out,1
1522,612,2839.3792,4,want to rape you,2
1526,622,1342.9665,9,fuck off drow,1
1546,636,366.41056,5,usuck,2
1547,636,384.67276,5,so fucking noisy but just a piece of shit,2
1548,636,441.9588,5,noisy and useless,2
1553,638,745.05143,5,Report team please ez bot,2
1555,638,1084.03533,5,Report team please,2
1557,638,1291.78453,5,Report team basura please,2
1562,639,1107.36292,1,shitfiesta,1
1585,671,1321.81055,5,wtf 1 hit,1
1587,671,1814.39415,9,:D every noob with half brain play this shit,1
1594,678,659.59965,1,fuck your mom,2
1628,702,192.08648,2,fuc kfof bro,1
1655,710,2024.1262,4,what an idiots,2
1657,710,2217.1504,4,good fucking g,1
1661,711,-48.52148,8,gengar is a shit pokemon,1
1662,711,-48.52148,2,mummy issues ?,2
1667,711,2543.37742,9,turn capslock of you imbecile,2
1669,711,2794.23192,1,pathetic,1
1691,719,1191.6757,4,fucking 5 iq ,1
1696,721,1912.18826,6,i gave voker a kill and a courier snipe . and he cant do shit,2
1697,721,1916.80396,6,also my luna is cancer,2
1704,730,2177.92427,7,wtf with u abbadon,1
1706,731,1549.1551,9,you get people that just decide to be dicks and not play teh agme,1
1712,736,-11.80252,3,wtf is that,1
1714,736,1214.12955,3,faccc offf,1
1715,736,1236.25745,7,i ahve a party of baboons on my team,2
1717,736,1260.71815,3,ur a monkey,2
1726,736,1818.64865,3,who ther fuck gets bkb in LP?,1
1732,741,584.12408,6,ur carry so fcking free running around,1
1758,756,2216.8561,6,trash cores,2
1759,756,2219.8664,5,TARD CORES,2
1779,772,1217.30272,6,fucking terrible sia,2
1783,774,167.56691,9,piece of shit,2
1784,774,174.23195,9,gonna report this family fucked dog,2
1794,778,-57.15271,1,this garbage team,2
1797,778,1137.42223,1,FK UI,2
1798,778,1368.56583,1,idiot bs,2
1809,796,216.16957,1,what the fukc,1
1812,797,819.73578,6,morons,2
1816,802,1874.34932,6,CYKA ESHE I GLLIF KAK PROZHALO,2
1830,818,883.98415,8,that is the most broken shit,1
1843,823,-30.92578,1,my dad likes my butthole too much,1
1846,823,-30.92578,0,HIS MOTHER CALL HIM FOR SLEEP,2
1849,823,19.99512,2,the fuck,1
1861,823,2191.21912,2,willow can't admit she fucked u,1
1869,826,72.57248,4,fuck off dudes,1
1880,830,1857.22561,0,merry xmas motherfuckers,2
1881,830,1862.37651,0,happy new year fucktards,2
1889,839,117.50463,0,5 seconds in already bitching,1
1891,839,839.02843,5,sb dumb charge mid too,2
1898,851,-70.48278,6,so lets wait motherfucker,1
1899,851,-68.18334,0,is shemale reconn?,2
1921,864,2104.47704,7,stupid as fuck,2
1930,865,1149.5526,7,FUCKING IDIOT TEAMMATES,2
1942,871,21.4281,3,rape this invoker mid,2
1945,877,1683.18895,0,reatrds ,2
1957,884,1426.88487,8,dude meepo is a fucking troll,1
1986,892,3565.2266,6,asshole,2
1989,893,1090.96696,1,fuck that invoker build|,1
1991,894,499.77798,9,SLARK NOOB,2
1998,896,2160.27785,4,fuck ur LoL hero,1
2005,900,1749.66223,7,this fucking ruiner,1
2016,905,1835.65876,8,Fuck off.,1
2021,910,1636.73367,0,are fucking patethic,1
2029,915,1355.80226,4,what the fuck is your problem with m?,1
2031,915,1722.34156,3,FUCK U,2
2034,916,1289.88507,0,i fuck your young mom,2
2035,916,1293.75077,9,she gay and she fucked u,2
2039,920,-30.79249,6,fuck off,1
2054,923,1784.62306,0,ur a pussy bitch,2
2055,923,2089.19386,2,useless fuck,2
2060,923,2164.58406,1,hes a spoiled child that needs a dick in his ass,2
2062,925,3020.08898,5,california trash,2
2082,939,1653.32198,2,yes go back to the hole u came out from,2
2088,940,2534.20206,6,execpt am fuck that guy,1
2099,945,1516.92957,6,fucking team ,1
2105,947,113.212,8,wtf is that,1
2109,947,193.25912,8,i earned 50k on XVG but its shit coin probbably,1
2136,954,-43.656,7,fuck this guy,2
2137,954,104.80774,7,succ me too pls,2
2169,972,294.96134,9,can u stop sucking dick sf?,2
2171,972,373.6088,2,can you suck my dick?,2
2174,972,1050.27684,2,you are getting anal raped ,2
2175,972,1052.34304,2,my bitch,2
2177,972,1055.40894,2,space for your mom?,2
2178,972,1069.07234,5,your asss,2
2181,972,1282.62014,5,ass hot,2
2183,972,1376.99714,5,rape sf all early game >>> sf have more items against sky,1
2184,972,1385.39504,2,cuz he noob,2
2185,972,1387.72784,2,i raped him,2
2189,972,1566.88404,3,( random lucky  shit ),1
2208,973,1794.83855,4,get countered shitters,1
2219,981,1543.39972,1,what the fucl,1
2235,993,823.83213,3,shitty archons,2
2239,993,1879.04603,3,tired of being stupid?,2
2246,994,2221.0549,3,boosted shit,2
2247,994,2231.6913,3,suck dazzle dick after game for boost?,2
2252,1000,2483.69583,1,sphere my ass,2
2262,1003,2483.52666,4,fuck your mother,2
2266,1006,1297.6165,3,and our teammate picking shit,2
2289,1019,2905.4438,5,retarded team,2
2301,1033,1651.69666,4,bc fuck u thats y,2
2317,1035,1271.5562,0,holy shit?,2
2324,1037,429.79506,3,Trash players,2
2325,1037,433.3942,3,this shits,2
2327,1039,1674.15786,0,great fucking od player,1
2328,1042,1585.57952,9,report this rusina,2
2336,1050,246.18751,6,sTUPID ,2
2354,1053,-22.12792,5,this guy is pure retard,2
2356,1053,-4.33226,5,and this fucktard understood tha,2
2359,1053,93.44386,5,check his fucking profile,1
2363,1053,997.4231,9,piece of shit,2
2364,1053,1003.9549,9,what about tinker u pioece of shit,2
2371,1053,1733.2641,6,go mid mother fuckers,2
2393,1059,966.80139,0,this lc gay!,2
2396,1060,1685.26781,8,fucking pause,1
2403,1062,1604.5082,8,go fuck yourself,2
2404,1063,644.0761,8,I DIED BUT KILLED THE DUM CARRY WHO HAS A SURVIVAL TOOL,1
2406,1063,1161.7497,5,dont cry bitch i get no spins,2
2408,1063,1470.141,5,sup bitch,2
2411,1063,2640.32,5,get off my dick,2
2413,1063,2693.6349,5,wk cant talk with a big cock down his throat,2
2416,1063,2968.1701,5,here we come bitches,2
2431,1075,1475.23978,7,How the fuck does such a line up happen in a solo ranked game at 2k MMR?>,1
2436,1081,1077.40357,6,this idiots,2
2445,1081,1250.36137,9,"its ok, just report russian od and void",2
2456,1090,1588.91197,1,die fuck your mother,2
2462,1092,425.56278,1,fuck off,1
2487,1098,2148.06835,3,this lion noob,2
2493,1115,229.1774,0,fucking lc,1
2502,1118,3741.58496,0,LOOK WHAT IIDOT,2
2506,1122,98.57592,2,what the fuck,1
2523,1124,-1.36635,0,gothbouclique make a hoe shake,1
2527,1125,87.34534,5,No idea wtf is going,1
2529,1125,96.60974,4,that mirana is shit also,2
2530,1125,123.46988,4,dickhead,2
2532,1125,349.2814,9,suck,1
2533,1125,389.07169,9,farm with joker,2
2535,1125,731.78804,5,assshole,1
2538,1125,746.91764,5,and some more playing dick,1
2545,1125,959.36574,7,to go and look at our injokers steam profile,2
2548,1125,1248.42854,5,Already pick first invoker and i playing my role. Picking fucking ck and go mid againist tinker what an asshole,2
2551,1125,1268.25694,5,this is not my fucking fault at all,1
2558,1125,1639.59964,7,haha cry baby voker,2
2559,1126,569.99418,3,wtf is go on  ?,1
2562,1126,776.61038,3,this team is s o retard,2
2563,1126,779.40968,8,how about you stfu,2
2565,1126,798.07178,3,how the fuck is this balance ?,1
2591,1138,-68.5166,8,5 now.. we have a stupid peru jungle,2
2593,1139,1380.12965,6,wtf back attack,1
2603,1141,2640.84615,9,they kept calling me a retard,1
2612,1150,1540.91892,3,fuck off,1
2613,1151,138.5995,6,ff i wont win this for these retards,2
2630,1164,1961.68627,7,we will fucking report u ,2
2632,1164,1977.54027,5,dude u fucked up the gank,1
2635,1164,1990.04957,5,so dont play stupid,1
2639,1171,1315.54546,1,CYKI,1
2640,1171,2056.25576,9,retarded carries gg,2
2650,1179,3105.65346,5,tRASH,2
2661,1183,1619.83782,8,INFINITE JEBAIT,2
2685,1192,1706.74992,5,wombo combo my dick,2
2711,1202,2314.50943,5,topkeks what a clown,2
2722,1222,1991.4416,2,motherfuckers,2
2723,1223,2366.87672,3,didnt see everyone around me with ur fucking mh ?,1
2734,1232,1894.54837,2,tryhard cunt,2
2747,1241,-7.73144,7,both arsenal and liverpool are noobers team,2
2752,1243,478.24991,8,and rape u,1
2783,1248,1926.7384,1,my piece of shit skymage,2
2786,1248,1951.3556,1,you re shit btw,2
2791,1249,-70.91601,1, had to take a shit,1
2806,1249,2670.79005,0,why dont youu fucking end ?,1
2809,1249,2790.73195,5,hly shit,1
2815,1250,1651.43022,7,these guys are fucking terrible,2
2825,1250,1877.25232,6,hny but not to my faggot team,2
2827,1256,276.7991,5,wtf ? why ?,1
2828,1256,604.05255,5,fucking lucky team,1
2831,1256,1738.19305,2,we playing a an down from minute 5 go fuck yourselves,2
2834,1256,1940.74975,2,thats what i fucking thought,1
2836,1256,1957.80785,2,chrono me for what u fuck,2
2838,1256,2005.43685,2,get blnk poofed you bitches,2
2839,1256,2021.09005,2,its even worse for you fucks,2
2848,1260,110.1731,1,fuck your moms,2
2856,1260,2068.94484,3,razer sf too fucking strong right now ,1
2861,1260,2101.72314,8,fucking hard top time,1
2875,1269,52.47788,1,come here pussy,2
2878,1269,339.94142,1,its next level bitch,1
2879,1269,980.31832,1,now you die cunt,2
2880,1269,1529.05102,1,WHY THE FUCK ARE YOU THERe,1
2881,1269,1535.51612,1,gtfo pieces of shit,2
2882,1269,1556.97752,1,fucking 3k tryhards LUL,2
2883,1269,1624.36112,1,fucking cocksucker,2
2884,1269,1646.28902,1,another russian dog sf,2
2885,1269,1668.55032,1,5 russian shits,2
2888,1269,2601.91782,1,fucking russian CANCER\,2
2896,1272,2397.30535,4,i fucked u on the line,2
2900,1274,1478.69619,1,fuck that necro he sucks anyways,2
2904,1276,1096.09904,8,go fucking throne,1
2905,1276,1100.43134,8,ur diving fucking fountain,1
2910,1276,1108.49604,8,just get fucking throne,1
2920,1278,1268.29036,5,isay get mid why fucking ,1
2924,1278,1680.99426,5,com fucking end,1
2926,1282,595.19586,5,no more  cocksucking,2
2929,1283,973.7289,2,i have prepared shit in my ASS,1
2934,1283,1818.0742,2,YOU fuck only your mother,2
2938,1283,2124.7188,2,he got rape by PA,1
2943,1285,-72.94886,7,he got erectile dysfunction,2
2946,1285,1500.40027,6,fuck truth,1
2949,1286,-52.08728,9,CYKA,2
2950,1286,-43.22278,9,CYKA,2
2951,1286,123.73645,9,CYKA,2
2958,1292,361.4451,0,my fking dicvk,1
2959,1292,517.07373,3,how many retards bot,2
2960,1292,624.84743,3,3 cucks top,2
2974,1295,2278.4548,1,faking team,1
2975,1295,3012.3213,3,ur spec is an idiot,2
2976,1298,895.91454,1,go fuck yourself,2
2989,1304,896.06968,5,4 bastards in team ,2
2992,1306,2864.87793,4,how to win with this animal?,2
2995,1316,1943.74926,8,mother fucker am ,1
3006,1321,1184.1775,9,slow cock ur dad,2
3009,1321,1312.013,9,cock,1
3010,1321,1319.9443,1,cock what?,1
3012,1321,1347.9042,9,still faster than ur dad's cock,2
3017,1321,2387.4416,1,such a noob trash talker,2
3021,1324,906.5453,7,NERF THE FUCKING HERO ICEFROG,1
3023,1326,1424.6854,6,report this fkign players,2
3027,1327,1698.96002,4,win this shit,1
3030,1327,1942.15502,4,fucking monkey suck my dick,2
3038,1335,692.59755,0,wtf is tjhios,1
3055,1340,-329.92799,0,whos Noobkun - Believe in SSR ,1
3066,1345,429.26186,3,he is cumming back,1
3068,1345,1152.3186,2,report my fucking lina,2
3069,1345,1226.1006,2,i told him not to play fucking lia,1
3071,1345,1235.365,2,idk why he cant just pick fucking viper,1
3076,1345,1476.1062,1,she almost fucked me up,1
3078,1345,2127.8749,2,fight me faggots,2
3081,1345,3135.9419,9,HE IS NOT CUMING BACK,1
3084,1345,3139.7549,5,u sucks at mid so i question it too,2
3102,1353,1161.2165,9,this trash tinker,2
3104,1353,1167.0817,9,how paly with this trash,2
3105,1353,1178.279,9,fucking asshole mid more,2
3108,1353,1376.0973,9,jacky son of bitch,2
3109,1353,1386.4948,9,this tinker mom is bitch,2
3110,1353,1391.8935,9,so fucking awesome,1
3111,1353,1399.7582,9,i hope he's whole family die,2
3117,1357,-132.33436,2, wtf is this shit,1
3121,1361,1659.06158,8,plz report bounty the cunt has blocked all our camps with sentrys ,2
3126,1364,423.4299,5,this pudge so fucking stupid,2
3168,1374,557.63053,9,thios pudge dogshit,2
3169,1374,1633.03453,7,retarded oom,2
3180,1376,-54.78779,0,That shit was dope,1
3182,1376,754.7491,2,fuck off,1
3188,1381,2630.74147,3,"talent, ignore this dumb rubick",1
3189,1383,41.12329,6,Sry clock but u suck :),2
3196,1383,41.32325,6,i mean with shitty connections making 9 ppl wait,1
3199,1383,1479.40545,7,Retarded hero wk,2
3208,1390,2289.61894,0,just finish this shit,1
3215,1393,1900.8586,4,why u guys just fucking end>?,1
3218,1394,423.29668,9,That ability is such bshit,1
3221,1394,2317.30608,9,what 3 equally shit pushes mid? :D,1
3226,1395,2422.90175,1,suck my big black cock,2
3228,1395,3027.89595,1,shut the fuck up bitch,2
3229,1395,3073.58485,7,haha fucking 40% cd reduction,1
3258,1405,-63.4845,4,wtf he back,1
3273,1406,2027.18332,0,Holy shit,1
3275,1407,701.43698,4,this invo so fucking asshole,2
3291,1414,733.55424,5,fuckign retarded lich pickers,2
3292,1414,739.95264,5,WHO WILL SUCK DICK AGTER,2
3298,1415,553.16493,6,FUck hiM,2
3309,1420,1.76704,3,white power,1
3310,1420,19.83757,5,CYKA,2
3311,1421,621.0817,8,fucking lucky shit,1
3317,1421,2054.93146,5,contest on fucking roshan,1
3338,1437,-24.36071,1,waif fuck your beloved oness,2
3340,1437,-24.36071,2,sorry my friend is an idiot :),2
3360,1443,3039.62368,2,y completly retarded,1
3368,1443,3300.44548,3,just end this shit game pls,1
3383,1457,1765.41626,6,sucks dick man,2
3396,1459,-1.56628,9,so u were all gay amtes new it,2
3415,1459,1788.79852,9,and u suck as an orgy,2
3419,1459,2425.90202,9,whats ur ecuse shitcunt,2
3430,1466,2426.34914,3,easy 3 basura top,2
3438,1470,342.92237,7,"FUCK U QOP, LET ME AND SF BRAWL IT OUT",2
3440,1470,400.30833,5,thats an easy jebait,2
3441,1470,460.82693,7,QOP IT SHIT,2
3443,1470,512.94753,7,fucking mid player,2
3461,1477,1113.62804,5,pathetic,1
3463,1477,1153.75164,7,this is the only way that u can bring noobs to play,1
3475,1477,2029.05684,9,i have no idea how peoples life can be so miserable they need to talk shit constantly over the internet,1
3480,1481,79.88373,0,holy shit,1
3481,1481,86.08505,0,we got cancer pignoy,2
3488,1482,1527.32707,8,Bitch,2
3495,1490,1685.5844,0,idiot my team,2
3499,1494,-25.6604,0,scuck hes paenus,2
3501,1494,-25.6604,5,if voker carries we all suck his dick,2
3511,1495,1907.70458,7,this trash luna,2
3522,1497,2416.47927,0,not with this whinny league enchantres and this russian pudge,2
3523,1498,1802.7183,1,this cunt,2
3525,1498,1890.9522,0,rarely seen such a retard,2
3533,1499,2681.94935,5,T R A S H T E A M,2
3595,1511,2590.66998,6,im retarded?,1
3604,1520,360.97857,5,PUDGE YU STUPID FUCKER,2
3605,1520,601.05327,0,pl wanna chase me asshole,2
3630,1537,968.83014,6,why are u dicks we w8ed meepo,1
3631,1537,974.92864,6,fucking shits,2
3633,1537,974.92864,4,really nigga ,2
3634,1537,974.92864,0,dont say shits (plural),1
3641,1539,3488.568,2,THAT SHIT DROW,2
3646,1539,3520.3429,4,really useless shits,2
3655,1540,244.42449,1,WTf.,1
3658,1540,1989.07811,2,u fucking selfish prick qop,2
3664,1540,2812.34911,3,all is my fuckign intenrt,1
3667,1542,-148.50995,1,u fucking ancient 3 got ppl watching,1
3672,1542,-73.82733,0,we dont care Wtf,1
3679,1542,-38.224,3,im 10k party wtf valve ,1
3704,1552,-160.46082,1,that cm most useless shit i ever saw,2
3706,1552,1472.1072,5,thats shit,1
3723,1562,2021.21748,6,fucking invo,1
3726,1565,1880.59206,2,idiot as fuck,2
3729,1571,161.92715,8,fuck off,1
3731,1575,1015.3521,7,fuck off,1
3746,1580,631.24923,2,Ez your mother,2
